,0,1,2,3,4,5,6,7,8,9
5119,Bread,,,,,,,,,
5120,Soup,,,,,,,,,
5121,Pastry,Coke,Coffee,Truffles,Bread,Chicken Stew,Art Tray,,,
5122,Bread,Focaccia,,,,,,,,
5123,Tea,Frittata,,,,,,,,
5124,Coffee,Chicken Stew,Art Tray,,,,,,,
5125,Bread,Scandinavian,,,,,,,,
5126,Tea,Spanish Brunch,Salad,,,,,,,
5127,Cake,,,,,,,,,
5128,Coffee,Hot chocolate,,,,,,,,
5129,Juice,Spanish Brunch,Truffles,,,,,,,
5130,Pastry,Coffee,,,,,,,,
5131,Cake,,,,,,,,,
5132,Fudge,Sandwich,,,,,,,,
5133,Cookies,Muffin,,,,,,,,
5134,Bread,,,,,,,,,
5135,Coffee,,,,,,,,,
5136,Coffee,Cake,,,,,,,,
5137,Tea,Chicken Stew,,,,,,,,
5138,Bread,Coffee,Cake,,,,,,,
5139,Bread,Cake,,,,,,,,
5140,Bread,,,,,,,,,
5141,Coffee,Bread,,,,,,,,
5142,Pastry,Coffee,,,,,,,,
5143,Tea,Cake,,,,,,,,
5144,Bread,,,,,,,,,
5145,Bread,,,,,,,,,
5146,Coffee,Toast,,,,,,,,
5147,Coffee,,,,,,,,,
5148,Bread,Medialuna,,,,,,,,
5149,Pastry,Coffee,Eggs,,,,,,,
5150,Coffee,,,,,,,,,
5151,Cookies,Scandinavian,,,,,,,,
5152,Bread,,,,,,,,,
5153,Bread,,,,,,,,,
5154,Bread,,,,,,,,,
5155,Medialuna,,,,,,,,,
5156,Farm House,,,,,,,,,
5157,Bread,Baguette,,,,,,,,
5158,Bread,,,,,,,,,
5159,Baguette,,,,,,,,,
5160,Soup,,,,,,,,,
5161,Tea,,,,,,,,,
5162,Tea,Coffee,Cookies,Pastry,,,,,,
5163,Bread,,,,,,,,,
5164,Bread,,,,,,,,,
5165,Tea,Coffee,Chicken Stew,Sandwich,,,,,,
5166,Coke,Coffee,Sandwich,,,,,,,
5167,Sandwich,,,,,,,,,
5168,Sandwich,,,,,,,,,
5169,Coffee,,,,,,,,,
5170,Bread,,,,,,,,,
5171,Tea,Coffee,Sandwich,,,,,,,
5172,Hot chocolate,Bread,,,,,,,,
5173,Tea,Cake,The Nomad,,,,,,,
5174,Tea,Bread,Soup,,,,,,,
5175,Tea,Medialuna,Sandwich,Soup,,,,,,
5176,Tea,Coffee,Cake,,,,,,,
5177,Sandwich,,,,,,,,,
5178,Tea,,,,,,,,,
5179,Coke,,,,,,,,,
5180,Bread,,,,,,,,,
5181,Tea,,,,,,,,,
5182,Juice,Cake,,,,,,,,
5183,Coffee,Cake,,,,,,,,
5184,Muffin,,,,,,,,,
5185,Bread,,,,,,,,,
5186,Bread,Medialuna,,,,,,,,
5187,Tea,,,,,,,,,
5188,Bread,Coffee,,,,,,,,
5189,Bread,,,,,,,,,
5190,Farm House,,,,,,,,,
5191,Cookies,Coffee,Hot chocolate,Tea,Bread,,,,,
5192,Coffee,,,,,,,,,
5193,Coffee,,,,,,,,,
5194,Bread,Coffee,Muffin,,,,,,,
5195,Muffin,,,,,,,,,
5196,Cookies,Juice,,,,,,,,
5197,Cookies,Coffee,Hot chocolate,,,,,,,
5198,Juice,Muffin,Coffee,Cake,Tea,,,,,
5199,Juice,Muffin,Coffee,Cake,Tea,,,,,
5200,Coffee,,,,,,,,,
5201,Bread,Coffee,Toast,,,,,,,
5202,Coffee,Sandwich,Hot chocolate,Art Tray,,,,,,
5203,Juice,Muffin,Tea,,,,,,,
5204,Coffee,,,,,,,,,
5205,Coffee,,,,,,,,,
5206,Cookies,Coffee,,,,,,,,
5207,Bread,Baguette,,,,,,,,
5208,Coffee,Bread,,,,,,,,
5209,Coffee,,,,,,,,,
5210,Bread,Spanish Brunch,,,,,,,,
5211,Coffee,Muffin,,,,,,,,
5212,Hot chocolate,Baguette,,,,,,,,
5213,Coffee,Sandwich,Medialuna,,,,,,,
5214,Bread,,,,,,,,,
5215,Tea,Coffee,Soup,,,,,,,
5216,Bread,Medialuna,,,,,,,,
5217,Chicken Stew,,,,,,,,,
5218,Tea,Coffee,Spanish Brunch,,,,,,,
5219,Coffee,Muffin,Soup,,,,,,,
5220,Tea,Cake,Soup,,,,,,,
5221,Bread,Sandwich,Muffin,,,,,,,
5222,Coffee,Sandwich,Bread,,,,,,,
5223,Bread,Baguette,,,,,,,,
5224,Pastry,Bread,Jam,,,,,,,
5225,Bread,,,,,,,,,
5226,Pastry,,,,,,,,,
5227,Cake,,,,,,,,,
5228,Chicken Stew,Spanish Brunch,,,,,,,,
5229,Bread,Farm House,,,,,,,,
5230,Tea,Cake,,,,,,,,
5231,Tea,Medialuna,,,,,,,,
5232,Tea,Coffee,Cookies,,,,,,,
5233,Coffee,Muffin,,,,,,,,
5234,Bread,,,,,,,,,
5235,Pastry,Hot chocolate,,,,,,,,
5236,Bread,,,,,,,,,
5237,Bread,,,,,,,,,
5238,Cookies,Bread,,,,,,,,
5239,Coffee,Toast,,,,,,,,
5240,Bread,,,,,,,,,
5241,Coffee,,,,,,,,,
5242,Juice,Coffee,Pastry,,,,,,,
5243,Cookies,Coffee,Muffin,,,,,,,
5244,Pastry,Bread,,,,,,,,
5245,Medialuna,,,,,,,,,
5246,Farm House,,,,,,,,,
5247,Tea,Spanish Brunch,The Nomad,Bread,,,,,,
5248,Coffee,Medialuna,,,,,,,,
5249,Farm House,Scandinavian,,,,,,,,
5250,Bread,,,,,,,,,
5251,Coffee,,,,,,,,,
5252,Coffee,,,,,,,,,
5253,Cookies,Coffee,Bread,,,,,,,
5254,Juice,Coffee,,,,,,,,
5255,Bread,Coffee,Medialuna,,,,,,,
5256,Coffee,Toast,,,,,,,,
5257,Pastry,Coffee,,,,,,,,
5258,Farm House,,,,,,,,,
5259,Bread,Cake,Coffee,Muffin,,,,,,
5260,Coffee,,,,,,,,,
5261,Bread,,,,,,,,,
5262,Coffee,Muffin,,,,,,,,
5263,Sandwich,,,,,,,,,
5264,Pastry,Hot chocolate,Coffee,Cake,,,,,,
5265,Coffee,Scone,Bread,,,,,,,
5266,Tea,Coffee,Cake,Medialuna,,,,,,
5267,Bread,,,,,,,,,
5268,Bread,,,,,,,,,
5269,Tea,Soup,,,,,,,,
5270,Coffee,,,,,,,,,
5271,Coffee,Sandwich,,,,,,,,
5272,Bread,,,,,,,,,
5273,Truffles,Soup,,,,,,,,
5274,Truffles,Soup,,,,,,,,
5275,Coffee,Chicken Stew,,,,,,,,
5276,Soup,,,,,,,,,
5277,Soup,,,,,,,,,
5278,Juice,Spanish Brunch,Sandwich,Truffles,,,,,,
5279,Cookies,,,,,,,,,
5280,Bread,Muffin,,,,,,,,
5281,Tea,Coffee,Brownie,,,,,,,
5282,Tea,,,,,,,,,
5283,Tea,Coffee,Extra Salami or Feta,Soup,,,,,,
5284,Baguette,,,,,,,,,
5285,Tea,Bread,Muffin,Soup,,,,,,
5286,Coffee,Sandwich,Soup,,,,,,,
5287,Coffee,,,,,,,,,
5288,Tea,,,,,,,,,
5289,Tea,,,,,,,,,
5290,Tea,,,,,,,,,
5291,Coffee,Scone,,,,,,,,
5292,Cookies,Coffee,Muffin,,,,,,,
5293,Cookies,Bread,,,,,,,,
5294,Coffee,,,,,,,,,
5295,Hot chocolate,Scone,Soup,,,,,,,
5296,Coffee,Scone,,,,,,,,
5297,Bread,,,,,,,,,
5298,Cookies,Bread,,,,,,,,
5299,Juice,Cake,Scone,Bread,Toast,,,,,
5300,Tea,Hot chocolate,Cake,,,,,,,
5301,Tea,Bakewell,Soup,,,,,,,
5302,Cookies,Bakewell,Coffee,Cake,Brownie,Bread,,,,
5303,Coffee,Cake,,,,,,,,
5304,Cookies,Coffee,Cake,,,,,,,
5305,Tea,Coffee,Cookies,,,,,,,
5306,Coffee,,,,,,,,,
5307,Pastry,Juice,Medialuna,Farm House,Coffee,Brownie,,,,
5308,Bread,,,,,,,,,
5309,Pastry,Coffee,Bread,Alfajores,,,,,,
5310,Scone,,,,,,,,,
5311,Pastry,Scone,,,,,,,,
5312,Pastry,Coffee,NONE,,,,,,,
5313,Bread,Eggs,,,,,,,,
5314,Coffee,Toast,,,,,,,,
5315,Tea,NONE,,,,,,,,
5316,Bread,Baguette,,,,,,,,
5317,Farm House,,,,,,,,,
5318,Bread,Medialuna,,,,,,,,
5319,Farm House,Baguette,,,,,,,,
5320,Tea,Coffee,The Nomad,,,,,,,
5321,Pastry,Juice,Bakewell,Coffee,Hot chocolate,,,,,
5322,Coffee,Bakewell,Baguette,,,,,,,
5323,Bread,,,,,,,,,
5324,Coffee,,,,,,,,,
5325,Pastry,Coffee,NONE,,,,,,,
5326,Coffee,Hot chocolate,Muffin,,,,,,,
5327,Scandinavian,,,,,,,,,
5328,Tea,Coffee,NONE,Toast,,,,,,
5329,Bread,,,,,,,,,
5330,Bread,,,,,,,,,
5331,Bread,Medialuna,,,,,,,,
5332,Tea,Coffee,,,,,,,,
5333,Cookies,Coffee,,,,,,,,
5334,Pastry,Frittata,Vegan mincepie,,,,,,,
5335,Bread,,,,,,,,,
5336,Coffee,Muffin,,,,,,,,
5337,Medialuna,,,,,,,,,
5338,Cake,,,,,,,,,
5339,Juice,Smoothies,Coffee,Bread,Brownie,Scone,Frittata,,,
5340,Bread,Coffee,Bakewell,,,,,,,
5341,Coffee,,,,,,,,,
5342,Bread,Focaccia,,,,,,,,
5343,Tea,Coffee,NONE,The Nomad,,,,,,
5344,Bread,,,,,,,,,
5345,Bread,Baguette,,,,,,,,
5346,Bread,,,,,,,,,
5347,Tea,,,,,,,,,
5348,Coffee,Medialuna,,,,,,,,
5349,Juice,,,,,,,,,
5350,Coffee,Brownie,Hot chocolate,,,,,,,
5351,Coffee,Medialuna,,,,,,,,
5352,Coffee,,,,,,,,,
5353,Bread,Brownie,,,,,,,,
5354,Coffee,Scone,,,,,,,,
5355,Tea,Hot chocolate,Scone,,,,,,,
5356,Coffee,Sandwich,Extra Salami or Feta,Salad,,,,,,
5357,Cake,Jam,,,,,,,,
5358,Hot chocolate,Scone,Brownie,Bread,,,,,,
5359,Bread,Cake,Bakewell,,,,,,,
5360,Coffee,Cake,Bread,Muffin,,,,,,
5361,Hot chocolate,Scone,,,,,,,,
5362,Bread,Scone,Jam,,,,,,,
5363,Hot chocolate,Scone,,,,,,,,
5364,Scandinavian,,,,,,,,,
5365,Coffee,,,,,,,,,
5366,Bread,Coffee,,,,,,,,
5367,Coffee,Frittata,Bread,,,,,,,
5368,Bread,Focaccia,,,,,,,,
5369,Bread,Gingerbread syrup,,,,,,,,
5370,Coffee,Bread,,,,,,,,
5371,Bread,,,,,,,,,
5372,Tea,Bread,,,,,,,,
5373,Bread,,,,,,,,,
5374,Juice,Coffee,Spanish Brunch,Toast,,,,,,
5375,Bread,Focaccia,,,,,,,,
5376,Coffee,Bread,Salad,Frittata,Sandwich,,,,,
5377,Coffee,,,,,,,,,
5378,Tea,Brownie,,,,,,,,
5379,Sandwich,,,,,,,,,
5380,Bread,,,,,,,,,
5381,Tea,Bread,Chicken Stew,Sandwich,,,,,,
5382,Coffee,Sandwich,Soup,,,,,,,
5383,Tea,Bread,,,,,,,,
5384,Bread,,,,,,,,,
5385,Bread,,,,,,,,,
5386,Valentine's card,,,,,,,,,
5387,Coffee,,,,,,,,,
5388,Cake,Scandinavian,,,,,,,,
5389,Focaccia,,,,,,,,,
5390,Frittata,Mineral water,Extra Salami or Feta,Jam,Scandinavian,Salad,Bread,,,
5391,Hot chocolate,NONE,,,,,,,,
5392,Coke,Cake,,,,,,,,
5393,Tea,Scone,,,,,,,,
5394,Tea,,,,,,,,,
5395,Cake,Brownie,,,,,,,,
5396,Brownie,,,,,,,,,
5397,Coffee,,,,,,,,,
5398,Bread,,,,,,,,,
5399,Bread,Coffee,,,,,,,,
5400,Tea,Coffee,Scone,,,,,,,
5401,Coffee,,,,,,,,,
5402,Coffee,,,,,,,,,
5403,Tea,Muffin,,,,,,,,
5404,Tea,Hot chocolate,Medialuna,,,,,,,
5405,Bread,Coffee,Hot chocolate,,,,,,,
5406,Bread,,,,,,,,,
5407,Tea,Coffee,Bread,,,,,,,
5408,Tea,Coffee,,,,,,,,
5409,Juice,Cookies,Bakewell,Coffee,Cake,Tea,Sandwich,,,
5410,Coffee,,,,,,,,,
5411,Coffee,,,,,,,,,
5412,Pastry,Bread,,,,,,,,
5413,Brownie,Baguette,,,,,,,,
5414,Bread,,,,,,,,,
5415,Cookies,Coffee,Pastry,,,,,,,
5416,Coffee,,,,,,,,,
5417,Bread,Coffee,Hot chocolate,,,,,,,
5418,Coffee,,,,,,,,,
5419,Pastry,Coffee,,,,,,,,
5420,Tea,,,,,,,,,
5421,Coffee,,,,,,,,,
5422,Pastry,Muffin,,,,,,,,
5423,Tea,Coffee,NONE,Soup,,,,,,
5424,Cookies,Brownie,,,,,,,,
5425,Baguette,,,,,,,,,
5426,Baguette,,,,,,,,,
5427,Farm House,,,,,,,,,
5428,Coffee,,,,,,,,,
5429,Cookies,Coffee,Medialuna,,,,,,,
5430,Farm House,,,,,,,,,
5431,Bread,Coffee,Granola,,,,,,,
5432,Coffee,NONE,Spanish Brunch,,,,,,,
5433,Bread,Cake,Baguette,,,,,,,
5434,Coffee,NONE,The Nomad,Farm House,,,,,,
5435,Bread,,,,,,,,,
5436,Juice,NONE,,,,,,,,
5437,Coffee,NONE,Spanish Brunch,Extra Salami or Feta,,,,,,
5438,Pastry,Bread,Granola,,,,,,,
5439,Pastry,Bread,NONE,Coffee,,,,,,
5440,Bread,,,,,,,,,
5441,Brownie,,,,,,,,,
5442,Coffee,NONE,Spanish Brunch,Smoothies,,,,,,
5443,Pastry,Bread,Coffee,Scone,,,,,,
5444,Coffee,Cake,Hot chocolate,Sandwich,Toast,,,,,
5445,Bread,,,,,,,,,
5446,Pastry,Coffee,Bread,,,,,,,
5447,Tea,Hot chocolate,Medialuna,Alfajores,,,,,,
5448,Tea,Bread,,,,,,,,
5449,Juice,Medialuna,Coffee,Scone,Truffles,NONE,Sandwich,,,
5450,Medialuna,Coffee,Bread,NONE,Sandwich,,,,,
5451,Pastry,Coffee,Frittata,Bread,,,,,,
5452,Frittata,Bread,,,,,,,,
5453,Coffee,Sandwich,Soup,,,,,,,
5454,Coffee,Sandwich,Salad,,,,,,,
5455,Salad,,,,,,,,,
5456,Bread,,,,,,,,,
5457,Fudge,Jam,,,,,,,,
5458,Tea,Hot chocolate,Cake,Medialuna,,,,,,
5459,Hot chocolate,Chicken Stew,Bakewell,Toast,,,,,,
5460,Tea,Coffee,Pastry,,,,,,,
5461,Cookies,Cake,Baguette,,,,,,,
5462,Tea,Bread,Cake,Chicken Stew,,,,,,
5463,Spanish Brunch,Bakewell,Coffee,Bread,Hot chocolate,NONE,,,,
5464,Medialuna,,,,,,,,,
5465,Medialuna,Coffee,Cake,Scone,Tea,,,,,
5466,Coffee,Medialuna,,,,,,,,
5467,Bread,,,,,,,,,
5468,Pastry,,,,,,,,,
5469,Coffee,,,,,,,,,
5470,Pastry,Bread,,,,,,,,
5471,Bread,,,,,,,,,
5472,Bread,,,,,,,,,
5473,Bread,,,,,,,,,
5474,Bread,,,,,,,,,
5475,Pastry,,,,,,,,,
5476,Pastry,Coffee,,,,,,,,
5477,Bread,,,,,,,,,
5478,Farm House,Jam,Scandinavian,,,,,,,
5479,Cookies,Coffee,,,,,,,,
5480,Pastry,Coffee,,,,,,,,
5481,Sandwich,,,,,,,,,
5482,Cookies,Coffee,,,,,,,,
5483,Pastry,Coffee,,,,,,,,
5484,Coffee,Bread,,,,,,,,
5485,Coffee,Bread,Soup,,,,,,,
5486,Juice,Bread,Fudge,Jam,,,,,,
5487,Baguette,,,,,,,,,
5488,Soup,,,,,,,,,
5489,Soup,,,,,,,,,
5490,Chicken Stew,,,,,,,,,
5491,Tea,Coffee,,,,,,,,
5492,Coke,Sandwich,Bread,Soup,,,,,,
5493,Soup,,,,,,,,,
5494,Hot chocolate,Coffee,Cake,,,,,,,
5495,Coffee,,,,,,,,,
5496,Pastry,,,,,,,,,
5497,Bread,,,,,,,,,
5498,Farm House,,,,,,,,,
5499,Coffee,Toast,,,,,,,,
5500,Coffee,Cake,,,,,,,,
5501,Coffee,Bread,,,,,,,,
5502,Hot chocolate,Cake,,,,,,,,
5503,Coffee,,,,,,,,,
5504,Tea,Hot chocolate,Cookies,,,,,,,
5505,Hot chocolate,,,,,,,,,
5506,Coffee,,,,,,,,,
5507,Scandinavian,,,,,,,,,
5508,Bread,,,,,,,,,
5509,Bread,,,,,,,,,
5510,Bread,Toast,,,,,,,,
5511,Bread,Brownie,,,,,,,,
5512,Pastry,Bread,,,,,,,,
5513,Tea,Sandwich,,,,,,,,
5514,Coffee,,,,,,,,,
5515,Coffee,Bread,,,,,,,,
5516,Juice,Coffee,,,,,,,,
5517,Coffee,Cake,Spanish Brunch,,,,,,,
5518,Coffee,,,,,,,,,
5519,Coffee,Brownie,Baguette,,,,,,,
5520,Pastry,Coffee,Cake,,,,,,,
5521,Hot chocolate,Coffee,,,,,,,,
5522,Farm House,,,,,,,,,
5523,Tea,Toast,,,,,,,,
5524,Tea,Coffee,Pastry,,,,,,,
5525,Pastry,Bread,,,,,,,,
5526,Coffee,,,,,,,,,
5527,Tea,Bread,Sandwich,,,,,,,
5528,Cookies,Farm House,,,,,,,,
5529,Tea,Cake,Bakewell,,,,,,,
5530,Coffee,,,,,,,,,
5531,Bread,,,,,,,,,
5532,Coffee,,,,,,,,,
5533,Bread,,,,,,,,,
5534,Coffee,,,,,,,,,
5535,Coffee,,,,,,,,,
5536,Cookies,Baguette,,,,,,,,
5537,Cookies,Spanish Brunch,Coffee,Cake,NONE,,,,,
5538,Tea,Coffee,Cake,Sandwich,,,,,,
5539,Coffee,Cake,,,,,,,,
5540,Bread,,,,,,,,,
5541,Baguette,,,,,,,,,
5542,Bread,,,,,,,,,
5543,Coke,Salad,,,,,,,,
5544,Bread,,,,,,,,,
5545,Soup,,,,,,,,,
5546,Coffee,Sandwich,,,,,,,,
5547,Brownie,,,,,,,,,
5548,Bread,,,,,,,,,
5549,Juice,Coke,Chicken Stew,,,,,,,
5550,Baguette,,,,,,,,,
5551,Tea,Coffee,NONE,Soup,,,,,,
5552,Cookies,Coffee,Sandwich,Tea,,,,,,
5553,Coke,,,,,,,,,
5554,Coffee,Cake,Toast,,,,,,,
5555,Cake,The Nomad,,,,,,,,
5556,Coffee,Bread,,,,,,,,
5557,Cookies,Pastry,Cake,Tea,Hot chocolate,,,,,
5558,Tea,Coffee,Cake,,,,,,,
5559,Tea,Bread,,,,,,,,
5560,Brownie,,,,,,,,,
5561,Cookies,Coffee,Cake,,,,,,,
5562,Bread,,,,,,,,,
5563,Bread,,,,,,,,,
5564,Coffee,Bread,,,,,,,,
5565,Pastry,Bread,,,,,,,,
5566,Bread,,,,,,,,,
5567,Bread,Coffee,Toast,,,,,,,
5568,Farm House,,,,,,,,,
5569,Coffee,Cake,Bread,,,,,,,
5570,Bread,Hot chocolate,,,,,,,,
5571,Coffee,,,,,,,,,
5572,Coffee,NONE,Bread,,,,,,,
5573,Coffee,Cake,,,,,,,,
5574,Coffee,Cake,,,,,,,,
5575,Bread,Sandwich,Toast,,,,,,,
5576,Coffee,Medialuna,,,,,,,,
5577,Bakewell,Coffee,Alfajores,Tea,Bread,,,,,
5578,Coffee,Bread,,,,,,,,
5579,Bread,,,,,,,,,
5580,Coffee,Bread,,,,,,,,
5581,Bread,Coffee,,,,,,,,
5582,Bread,,,,,,,,,
5583,Baguette,,,,,,,,,
5584,Pastry,,,,,,,,,
5585,Pastry,Bread,,,,,,,,
5586,Bread,Baguette,,,,,,,,
5587,Pastry,Bread,Coffee,Tea,,,,,,
5588,Bread,Cake,,,,,,,,
5589,Coke,Sandwich,,,,,,,,
5590,Coke,Cake,,,,,,,,
5591,Pastry,Hot chocolate,Coffee,Bread,,,,,,
5592,Tea,Chicken Stew,Spanish Brunch,Cookies,,,,,,
5593,Cake,,,,,,,,,
5594,Coffee,,,,,,,,,
5595,Coffee,,,,,,,,,
5596,Bread,,,,,,,,,
5597,Bread,Sandwich,,,,,,,,
5598,Coffee,Sandwich,Bread,,,,,,,
5599,Coffee,Cake,,,,,,,,
5600,Coffee,NONE,Granola,Extra Salami or Feta,,,,,,
5601,Juice,Coffee,Soup,,,,,,,
5602,Sandwich,,,,,,,,,
5603,Baguette,,,,,,,,,
5604,Coffee,,,,,,,,,
5605,Coffee,,,,,,,,,
5606,Hot chocolate,Coffee,Alfajores,,,,,,,
5607,Tea,Coffee,Bread,,,,,,,
5608,Cookies,Coffee,Cake,,,,,,,
5609,Bread,,,,,,,,,
5610,Bread,,,,,,,,,
5611,Cookies,Bread,Tea,,,,,,,
5612,Coffee,Cake,Vegan mincepie,,,,,,,
5613,Bread,Coffee,Hot chocolate,,,,,,,
5614,Bread,,,,,,,,,
5615,Juice,Cookies,Coffee,Brownie,Alfajores,,,,,
5616,Tea,Cookies,Truffles,,,,,,,
5617,Coke,Coffee,,,,,,,,
5618,Bread,,,,,,,,,
5619,Coffee,NONE,Bread,Toast,,,,,,
5620,Bread,Coffee,,,,,,,,
5621,Cookies,,,,,,,,,
5622,Coffee,Bread,,,,,,,,
5623,Farm House,,,,,,,,,
5624,Bread,,,,,,,,,
5625,Cookies,Coffee,,,,,,,,
5626,Baguette,,,,,,,,,
5627,Bread,,,,,,,,,
5628,Alfajores,,,,,,,,,
5629,Juice,Pastry,Coffee,Brownie,Tea,Hot chocolate,,,,
5630,Coffee,Bread,,,,,,,,
5631,Coffee,Cake,,,,,,,,
5632,Coffee,Cake,,,,,,,,
5633,Bread,,,,,,,,,
5634,Bread,,,,,,,,,
5635,Juice,Bread,Cake,Tea,,,,,,
5636,Juice,Cookies,Tea,Bread,Sandwich,,,,,
5637,Bread,Cake,,,,,,,,
5638,Coke,Hot chocolate,Alfajores,,,,,,,
5639,Cake,,,,,,,,,
5640,Sandwich,,,,,,,,,
5641,Tea,Cake,Pastry,,,,,,,
5642,Bread,Coffee,Farm House,Soup,,,,,,
5643,Bread,Sandwich,,,,,,,,
5644,Tea,Cake,Mineral water,Soup,,,,,,
5645,Bread,Chicken Stew,Sandwich,Coffee,,,,,,
5646,Medialuna,,,,,,,,,
5647,Jam,Scandinavian,,,,,,,,
5648,Cake,,,,,,,,,
5649,Juice,Spanish Brunch,Farm House,Extra Salami or Feta,Coffee,Salad,Bare Popcorn,,,
5650,Bare Popcorn,,,,,,,,,
5651,Valentine's card,,,,,,,,,
5652,Tea,Bread,Cake,Sandwich,,,,,,
5653,Spanish Brunch,Fudge,Alfajores,Tea,Chicken Stew,,,,,
5654,Coffee,,,,,,,,,
5655,Pastry,Coffee,Bread,,,,,,,
5656,Bread,Alfajores,,,,,,,,
5657,Cookies,Coffee,,,,,,,,
5658,Bread,,,,,,,,,
5659,Coffee,,,,,,,,,
5660,Juice,Coffee,Cake,Alfajores,,,,,,
5661,Hot chocolate,,,,,,,,,
5662,Coke,Sandwich,,,,,,,,
5663,Bread,,,,,,,,,
5664,Baguette,,,,,,,,,
5665,Cookies,Coffee,Juice,Bread,,,,,,
5666,Coffee,Cake,,,,,,,,
5667,Bread,,,,,,,,,
5668,Bread,,,,,,,,,
5669,Bread,Toast,,,,,,,,
5670,Tea,Bread,Cake,Toast,,,,,,
5671,Bread,Toast,,,,,,,,
5672,Cookies,,,,,,,,,
5673,Coffee,Toast,,,,,,,,
5674,Pastry,Bread,,,,,,,,
5675,Medialuna,Bread,Hot chocolate,,,,,,,
5676,Farm House,,,,,,,,,
5677,Coffee,NONE,,,,,,,,
5678,Farm House,Gingerbread syrup,,,,,,,,
5679,Pastry,Coffee,Bread,Alfajores,,,,,,
5680,Coffee,Sandwich,Baguette,,,,,,,
5681,Coffee,Medialuna,,,,,,,,
5682,Bread,,,,,,,,,
5683,Scandinavian,,,,,,,,,
5684,Cookies,Bread,,,,,,,,
5685,Coke,,,,,,,,,
5686,Pastry,Medialuna,,,,,,,,
5687,Tea,Coffee,Toast,,,,,,,
5688,Alfajores,,,,,,,,,
5689,Bread,,,,,,,,,
5690,Coffee,Bread,,,,,,,,
5691,Coffee,Sandwich,Bread,,,,,,,
5692,Coffee,Alfajores,,,,,,,,
5693,Juice,Pastry,Coffee,Scone,Truffles,Bread,,,,
5694,Bread,Scandinavian,,,,,,,,
5695,Bread,,,,,,,,,
5696,Tea,Soup,,,,,,,,
5697,Truffles,Soup,,,,,,,,
5698,Tea,Scone,Soup,,,,,,,
5699,Sandwich,Truffles,,,,,,,,
5700,Coffee,Soup,,,,,,,,
5701,NONE,Cake,,,,,,,,
5702,Soup,,,,,,,,,
5703,Coffee,Toast,,,,,,,,
5704,Bread,,,,,,,,,
5705,Bread,,,,,,,,,
5706,Tea,Bread,,,,,,,,
5707,Coffee,Chicken Stew,Toast,,,,,,,
5708,Bread,NONE,,,,,,,,
5709,Coffee,Cake,Sandwich,,,,,,,
5710,Cake,,,,,,,,,
5711,Cookies,Bread,,,,,,,,
5712,Juice,Mineral water,Coffee,Truffles,Hot chocolate,Sandwich,,,,
5713,Coffee,Sandwich,,,,,,,,
5714,Coffee,Bread,,,,,,,,
5715,Tea,Coffee,Bread,,,,,,,
5716,Afternoon with the baker,,,,,,,,,
5717,Tea,Cookies,,,,,,,,
5718,Coffee,Soup,,,,,,,,
5719,Coffee,Soup,,,,,,,,
5720,Farm House,,,,,,,,,
5721,Coffee,Cake,,,,,,,,
5722,Coffee,,,,,,,,,
5723,Coffee,,,,,,,,,
5724,Tea,Coffee,,,,,,,,
5725,Bread,Eggs,,,,,,,,
5726,Scandinavian,Baguette,,,,,,,,
5727,Coffee,Bread,,,,,,,,
5728,Coffee,Scone,,,,,,,,
5729,Hot chocolate,Coffee,Eggs,Alfajores,,,,,,
5730,Tea,Bread,,,,,,,,
5731,Coffee,,,,,,,,,
5732,Coffee,,,,,,,,,
5733,Cake,,,,,,,,,
5734,Pastry,Baguette,,,,,,,,
5735,Coffee,NONE,Toast,,,,,,,
5736,Coffee,NONE,Extra Salami or Feta,,,,,,,
5737,Pastry,Bread,,,,,,,,
5738,Scandinavian,,,,,,,,,
5739,Pastry,Coffee,,,,,,,,
5740,Cookies,Coffee,NONE,,,,,,,
5741,Coffee,,,,,,,,,
5742,Farm House,,,,,,,,,
5743,Cake,Farm House,,,,,,,,
5744,Coffee,,,,,,,,,
5745,Coffee,,,,,,,,,
5746,Pastry,Coffee,Bread,,,,,,,
5747,Bread,,,,,,,,,
5748,Bread,NONE,Truffles,Toast,,,,,,
5749,Bread,NONE,,,,,,,,
5750,Jam,,,,,,,,,
5751,Coffee,NONE,,,,,,,,
5752,Coffee,,,,,,,,,
5753,Bread,,,,,,,,,
5754,Coffee,,,,,,,,,
5755,Tea,Coffee,Cake,,,,,,,
5756,Coffee,Brownie,,,,,,,,
5757,Farm House,,,,,,,,,
5758,Coffee,,,,,,,,,
5759,Coffee,Sandwich,,,,,,,,
5760,Pastry,Farm House,,,,,,,,
5761,Tea,Truffles,,,,,,,,
5762,Bread,,,,,,,,,
5763,Bread,,,,,,,,,
5764,Hot chocolate,,,,,,,,,
5765,Bread,Baguette,,,,,,,,
5766,Bread,,,,,,,,,
5767,Bread,,,,,,,,,
5768,Farm House,Scandinavian,,,,,,,,
5769,Pastry,Bread,,,,,,,,
5770,Sandwich,,,,,,,,,
5771,Bread,Baguette,,,,,,,,
5772,Coffee,Cake,Hot chocolate,,,,,,,
5773,Pastry,Coffee,,,,,,,,
5774,Coffee,,,,,,,,,
5775,Coffee,NONE,Cake,Brownie,,,,,,
5776,Cookies,Pastry,Coffee,Scone,The Nomad,Tea,Granola,,,
5777,Coffee,,,,,,,,,
5778,Cookies,Bread,Fudge,,,,,,,
